state_id,split,a1,a2,a3,m,gamma
36966,train,0.15616263160482052,0.025,0.0,0.6280685409903526,0.4815256915721663
44328,train,0.07671453231014312,0.025,0.0,0.41859739124774936,0.6047092440469815
24233,train,0.14646276747807863,0.025,0.0,0.868621689081192,0.2647438421209074
43676,train,0.11383146829903126,0.025,0.0,0.7744211465120315,0.6536848440500737
20685,train,0.19908277923241258,0.025,0.0,0.9352145224809646,0.011469875614945108
32989,train,0.18228177861310546,0.025,0.0,0.8625200107693671,0.24317378602671239
24502,train,0.15213802419602873,0.025,0.0,0.4957867324352265,0.9317837897484909
41522,train,0.19972044844180348,0.025,0.0,0.6328756242990494,0.27557615643296907
9485,train,0.19657086073420943,0.025,0.0,1.1895667709410191,0.09207487538743613
41525,train,0.18083150163292888,0.025,0.0,0.9566159255802631,0.5408655083439835
25454,train,0.12503399839624763,0.025,0.0,0.40290319770574573,0.3094802149262692
4658,train,0.19975611791014675,0.025,0.0,0.4369705058634281,0.4940674417521622
11399,train,0.08144485405646265,0.025,0.0,0.9963114932179451,0.47113560629558465
14313,train,0.14510265868157152,0.025,0.0,1.0700103327631951,0.15516640350178154
15637,train,0.17275392608717086,0.025,0.0,1.1892157889902593,0.5304063351050138
20914,train,0.19794151312671604,0.025,0.0,0.42432259395718575,0.023427824233778313
6754,train,0.18560681617818775,0.025,0.0,0.725599167495966,0.3303423410482881
8754,train,0.1997247360646725,0.025,0.0,0.586811637878418,0.010688684049485688
39005,train,0.18302872087806465,0.025,0.0,1.0268652521073818,0.17240760326148968
25329,train,0.1296968519687653,0.025,0.0,1.1833337746560573,0.2416026048435969
15907,train,0.11247765626758338,0.025,0.0,1.0812585346400736,0.2042029289385845
28834,train,0.18267363957129423,0.025,0.0,0.7306598715484143,0.8098249128521431
21937,train,0.13323826137930156,0.025,0.0,1.1975615493953229,0.49459733294656766
26190,train,0.1333767576608807,0.025,0.0,0.7989334061741828,0.4335400665199903
17045,train,0.17317567593418065,0.025,0.0,1.1889666736125946,0.07998840814008097
36786,train,0.1980093772057444,0.025,0.0,0.5516965024173259,0.4460224769426888
18033,train,0.13122196118347348,0.025,0.0,0.9339284799993038,0.35617098491665017
2341,train,0.16354699414223434,0.025,0.0,0.9636513359844684,0.9374784823106427
46457,train,0.1623525982256979,0.025,0.0,1.1087631367146968,0.23372344319592506
32490,train,0.1729419349692762,0.025,0.0,0.40781012549996376,0.5757822349309694
35594,train,0.17779268231242895,0.025,0.0,0.6408206902444362,0.47032900020610885
35641,train,0.15792520795948806,0.025,0.0,1.0410327702760696,0.5067938322172064
15370,train,0.17858112547546628,0.025,0.0,0.7745992161333561,0.15042412649708536
27677,train,0.18363695214502518,0.025,0.0,1.0039082184433936,0.9678115282828073
2953,train,0.1501895355526358,0.025,0.0,1.1916066244244576,0.18468388566261065
6955,train,0.10583345433697106,0.025,0.0,1.0540200434625149,0.39418229548308364
18695,train,0.08199868774972857,0.025,0.0,1.1959468029439448,0.22378328531605782
22025,train,0.14958259691484274,0.025,0.0,1.178861680626869,0.9628580929999285
41650,train,0.19853259306401017,0.025,0.0,0.5861560828983784,0.9571029391278404
42898,train,0.19251992269419138,0.025,0.0,0.6150956906378269,0.14034340187930514
28028,train,0.11069805948063732,0.025,0.0,0.7178647689521312,0.2906286891882487
3198,train,0.14310487830080093,0.025,0.0,0.7546209424734116,0.26887598301851706
32462,train,0.13232468869537117,0.025,0.0,0.5099846564233304,0.9761814701420224
1485,train,0.19981852816417817,0.025,0.0,0.9316546596586704,0.6018782923287047
29621,train,0.17890890063717962,0.025,0.0,1.1868261210620403,0.2840725176062412
11444,train,0.101274545583874,0.025,0.0,0.5964930571615696,0.5053409128642466
29645,train,0.19968450055457654,0.025,0.0,1.155459813773632,0.01484333213328578
12230,train,0.1584415561053902,0.025,0.0,0.49684250652790074,0.5254156294224044
5197,train,0.19823924531228843,0.025,0.0,1.0899200968444347,0.4233067093835075
10650,train,0.16713252672925594,0.025,0.0,0.4507006980478764,0.23170899293262304
29146,train,0.1629094540141523,0.025,0.0,0.5933013014495373,0.2789473831540307
21877,train,0.17730500572361052,0.025,0.0,0.8273087926208973,0.5641421336646042
32994,train,0.1842360085807741,0.025,0.0,0.527953028678894,0.6675981360828915
45773,train,0.19932304928079247,0.025,0.0,0.8529058121144771,0.18903711061510245
25389,train,0.19381591747514904,0.025,0.0,1.1965435683727264,0.1997819098421963
16098,train,0.18474267590790988,0.025,0.0,0.5757910408079624,0.2640289732804079
16541,train,0.18514414224773645,0.025,0.0,1.1161728620529174,0.08632951769150508
26963,train,0.12299780584871771,0.025,0.0,1.025855755060911,0.6533311213444655
27125,train,0.17886689542792739,0.025,0.0,1.1664226330816745,0.9530479720532439
12084,train,0.0994740929454565,0.025,0.0,0.7892124779522418,0.32983207654785224
46581,train,0.178738470422104,0.025,0.0,0.9471684359014034,0.30614502180463227
16028,train,0.11357775381766261,0.025,0.0,0.4746610164642334,0.28687724444979074
1475,train,0.10716663529165091,0.025,0.0,1.1866911597549916,0.8694202718006894
40174,train,0.127172073116526,0.025,0.0,0.7542455427348613,0.21309286633855132
34873,train,0.1584893885534257,0.025,0.0,1.19484076872468,0.11475294436424374
42235,train,0.0899244558531791,0.025,0.0,1.1795802295207976,0.45282685900748276
3301,train,0.16577153112739326,0.025,0.0,0.8931668557226657,0.25552123509563757
438,train,0.1523657104931772,0.025,0.0,0.6770273819565773,0.2927444841113241
2673,train,0.1313569063320756,0.025,0.0,1.0759796135127544,0.21509241822750844
34674,train,0.19600183148868383,0.025,0.0,0.7862822458148002,0.9000387734224028
29746,train,0.1995944050140679,0.025,0.0,0.4307892203330994,0.2863398844516204
36083,train,0.11570490538142623,0.025,0.0,0.852032221108675,0.49632251334922606
10663,train,0.08511835653334857,0.025,0.0,1.0049391731619834,0.2809865635365789
12922,train,0.17002678671851756,0.025,0.0,0.6750957071781158,0.30929118001299694
13004,train,0.11801876453682782,0.025,0.0,0.5903207883238792,0.5383629196374508
28237,train,0.19793889950960875,0.025,0.0,0.9863719344139099,0.19739064761432448
31357,train,0.18842294453643266,0.025,0.0,0.8842158906161786,0.3845875123692721
45969,train,0.12578096692450347,0.025,0.0,1.1178299941122531,0.7755017946717712
35501,train,0.19415234946645799,0.025,0.0,1.160156036168337,0.6120399599765647
10099,train,0.11793024912476541,0.025,0.0,0.9940260231494903,0.38655152579703056
36986,train,0.1697774501051754,0.025,0.0,0.5433347396552562,0.8349439997718172
11726,train,0.13294664239510895,0.025,0.0,0.42394492328166966,0.49119514162329125
42614,train,0.14981874781660737,0.025,0.0,0.4154580540955067,0.2776944366451459
22081,train,0.14065174041315914,0.025,0.0,1.0107017412781714,0.4538717139872029
27357,train,0.18203799990005792,0.025,0.0,1.0866026930510997,0.6970681261019299
44974,train,0.12840825826860966,0.025,0.0,0.5880844391882419,0.30772918895210005
33750,train,0.14780268580652775,0.025,0.0,0.7097704254090786,0.5395293595043614
13881,train,0.15886277188546957,0.025,0.0,1.1465881228446961,0.5218046035177091
31644,train,0.1140213136561215,0.025,0.0,0.6470874302089215,0.3804729025199145
3933,train,0.1826743562240154,0.025,0.0,0.8869673833251,0.13606830671570802
40242,train,0.1992739645764232,0.025,0.0,0.7658890694379806,0.3023091339164864
24166,train,0.15654201009310784,0.025,0.0,0.5192578181624412,0.3143176236989952
34817,train,0.14210454355925323,0.025,0.0,0.9818573430180549,0.2878572423939759
28324,train,0.09251344092190267,0.025,0.0,0.6138303942978383,0.9426564467297419
5069,train,0.19970173039473593,0.025,0.0,1.0696790553629398,0.26314303895004487
8473,train,0.15732819209806623,0.025,0.0,0.9160970821976662,0.17535585464795417
197,train,0.16855554268695416,0.025,0.0,1.0278744116425513,0.3632224227974451
8067,train,0.11005771588534118,0.025,0.0,1.1662613533437252,0.31275756944021127
32638,train,0.14369056085124615,0.025,0.0,0.5886879980564117,0.5605656378943306
9110,train,0.14464385341852903,0.025,0.0,0.5687313869595527,0.29031692812634685
2035,train,0.11627495163120331,0.025,0.0,0.9203354582190514,0.3225759574158878
1725,train,0.18707857541739942,0.025,0.0,1.1230647899210453,0.2158342206131527
19675,train,0.0942494590766728,0.025,0.0,0.9565823182463645,0.35267202478161935
46106,train,0.165376486023888,0.025,0.0,0.5356324784457683,0.1959575862165144
29637,train,0.16914121629670265,0.025,0.0,0.8185626432299613,0.23125931370601088
2185,train,0.1507354313042015,0.025,0.0,1.0442424140870572,0.9918750070314283
2354,train,0.19923816169612113,0.025,0.0,0.46602851748466495,0.7460758796651884
4957,train,0.18253227500244978,0.025,0.0,1.1960856705904006,0.11205225783746754
43817,train,0.14816390699706972,0.025,0.0,1.191471453756094,0.600196093560917
31518,train,0.1387207565363497,0.025,0.0,0.6604501865804195,0.3202794115046588
34268,train,0.11257627704180778,0.025,0.0,0.6994106203317643,0.6901565657527462
36093,train,0.18945802506059412,0.025,0.0,1.0038437820971011,0.33340113650662706
