state_index,a1,gamma,nearest_state,nearest_a1,nearest_gamma,snr_sep_rms,rms_g_difference,split,candidate_index
0,0.05,0.01,181,0.05132070690692963,0.01465882045653136,1.4569284380725775,4.5826620700226444e-05,train,0
1,0.05,1.0,171,0.050989111472939753,0.9691469321341166,1.245717205958357,3.7465813549191916e-05,train,1
2,0.2,0.01,71,0.19793196193842671,0.013867707121111452,2.1855458512445023,9.327869638409915e-05,train,2
3,0.2,1.0,131,0.1784137801879243,0.6781696370038233,1.503774373058684,5.6129304700420925e-05,train,3
4,0.08940942100276,0.06399092250153003,101,0.11544531213236767,0.6097308674292365,1.7467488856288589,5.9679505943881594e-05,train,4078
5,0.16603270740862186,0.05445825471644811,169,0.1876605802554147,0.278530388594738,1.2692738863336155,5.07301939916069e-05,val,5800
6,0.1079127071719528,0.030907429175694726,164,0.14220368050628193,0.566842079190769,1.4579953286838316,5.2116771295624395e-05,val,2828
7,0.06815221522300274,0.011525895953342656,170,0.10029974739938655,0.8413919082241041,1.3245666901460416,4.3401155842484384e-05,test,4839
8,0.14526247815059398,0.020508803358102866,178,0.15369599730989758,0.11588350299521825,1.18090913396225,4.559697896343963e-05,train,744
9,0.18207180334019896,0.02329899468142813,198,0.18434250796409124,0.034865927960408535,1.1063858670707,4.57693691385575e-05,train,4346
10,0.0633501896860442,0.9623849036245169,158,0.05472390099101856,0.6535199926318448,1.2905930707069297,3.96007939607357e-05,train,3306
11,0.14409994968715176,0.851879989104603,112,0.14770548463750968,0.8769938366737888,1.6166641091521938,5.661725588507479e-05,test,1740
12,0.11868467587314302,0.9304749254198745,117,0.07975526621030833,0.08548105499734567,1.6136378935361524,5.4002959575023304e-05,train,4023
13,0.11977096980039095,0.05554757870558904,151,0.15163340359883806,0.5385084873219234,1.3560237115113978,4.944369544027561e-05,test,1948
14,0.08717912993323534,0.8363945054469589,180,0.0899279415361017,0.9656003413064402,1.1732302625990296,3.760745425693077e-05,train,2950
15,0.14007548782881976,0.07338422004144853,191,0.15523360625620297,0.28732419273338855,1.131038603463663,4.282386328627428e-05,train,1327
16,0.17968780832616904,0.1019026152731475,190,0.19031101903985131,0.19988868239164212,1.1450573594366273,4.6561245662577734e-05,train,4857
17,0.16229741039532386,0.12155895604632504,186,0.15495991291786568,0.04611640573770979,1.1786016214353119,4.619539467402285e-05,train,2549
18,0.19077829290152554,0.014380574148729633,80,0.19382957048723548,0.021708162549252674,2.118265388393367,8.924453576068763e-05,train,3800
19,0.0687100070605372,0.8938157508794065,147,0.06275735423151903,0.607891563661949,1.4905240584782198,4.637609896351886e-05,val,5051
20,0.15508645206564814,0.6761476984750956,168,0.1324784571165104,0.3572817536200367,1.2570970402539536,4.533704917463213e-05,train,331
21,0.12321098213162529,0.02231554958187246,177,0.12600359439636338,0.08518748259063333,1.178877677132769,4.344571061134905e-05,train,5465
22,0.09235457793417426,0.01732376903535717,137,0.10307056747140261,0.2046212421850329,1.4660531201451694,5.078471278867651e-05,train,4293
23,0.10179041877088224,0.012762115373589667,182,0.13862092631739478,0.6441963112542535,1.3115252159838602,4.6314586476273765e-05,train,2291
24,0.12249007580062865,0.8525129118025891,115,0.13008736406785615,0.9700592823359213,1.60079645340396,5.429292002858663e-05,train,587
25,0.07846148764935199,0.15635893622718539,140,0.07517634227750235,0.03751901120838736,1.5202282819535162,5.045329047731838e-05,train,3686
26,0.050418385504065785,0.6669609130005246,167,0.05095877889019999,0.6289184616791194,1.2606790183810834,3.836188241918592e-05,test,5489
27,0.06851261250143342,0.16070316666936804,155,0.06228166004087975,0.011535790434332302,1.45079718531565,4.697923927800458e-05,train,1791
28,0.07911951059812522,0.7933110703798955,139,0.05368652871497661,0.01992863763755749,1.500576715116786,4.757926167708948e-05,train,5283
29,0.19179515883699716,0.6461131196033661,172,0.16373954262937584,0.30255722788779954,1.236332795417621,4.7320160515129225e-05,train,4363
30,0.13268916617292625,0.032606314666814025,184,0.16732217086851597,0.4961169093571243,1.1624429183320388,4.365064544080336e-05,val,5313
31,0.18594622651330217,0.4470963248797578,156,0.15004829647467427,0.015318592645557332,1.3274617028995046,5.1681691140466346e-05,train,2455
32,0.1993501576664894,0.4708600146560491,175,0.1951521664311961,0.41040028055071737,1.251210856544665,4.959010178358286e-05,train,5072
33,0.17876019545904975,0.14476574995669975,173,0.19741848486268004,0.3513195188763408,1.2330229244765103,4.9601052015252214e-05,train,1569
34,0.19518327699775234,0.21057426165881382,197,0.17639628952017394,0.02497680984774402,1.131211245979401,4.6297272374606045e-05,train,4482
35,0.19057079754090794,0.06255165032726492,192,0.18522716058203126,0.019117571684556123,1.129167403921756,4.701430873813293e-05,val,4569
36,0.19535713903355206,0.01307057589548037,196,0.19739042384561728,0.021058884487525284,1.122060544561039,4.762643766211702e-05,train,991
37,0.18634664455885025,0.9776175130353164,141,0.15993636323364235,0.5709248757992511,1.6384389764051932,6.019103409864926e-05,train,5380
38,0.1628626409854423,0.982906649091139,157,0.1648856187977622,0.9834380131944506,1.3671013543088593,4.8644424539697393e-05,train,1884
39,0.13609858000080177,0.9058079119590267,163,0.1238990775341159,0.6997084981475834,1.3183671413782283,4.5318438920839224e-05,train,5247
40,0.07994874192266524,0.014029992349982699,111,0.11803151093760447,0.8593303666568922,1.629357671831452,5.481444092137127e-05,test,435
41,0.1291706423139488,0.06936066756244438,195,0.1643480220037289,0.5607555286099114,1.3355755057861003,4.954746376125109e-05,train,5248
42,0.16987109542985457,0.9857912693415857,193,0.1349163734260166,0.4271502526723863,1.332146293394436,4.779494564255012e-05,train,5531
43,0.1646422262645824,0.7584169538715138,126,0.1672618726329655,0.8305416029234257,1.5376582606154783,5.576997905653838e-05,train,5848
44,0.09420928304872295,0.7535942156500378,132,0.06505712776355455,0.014718322745918954,1.4955844258971938,4.871756716385127e-05,train,2244
45,0.056941913532298744,0.018880852673330843,153,0.0861511925822842,0.943237216863092,1.4522090543869342,4.631271666000135e-05,train,4479
46,0.09608648085263344,0.040560007272440565,137,0.10307056747140261,0.2046212421850329,1.465758348132234,5.091971390848698e-05,train,5544
47,0.09996935370863894,0.029331284976047353,187,0.13509136770628632,0.6321378471381609,1.2553680923434014,4.410803108355436e-05,train,5508
48,0.05241822049321442,0.392465141888883,136,0.06751844709937296,0.9203173010006898,1.4705812874054645,4.549088822203692e-05,train,548
49,0.10479264248301567,0.8569580971199765,118,0.06997049194601442,0.024674196649050992,1.5881545600802194,5.2277205911857126e-05,train,2203
50,0.19302617697234276,0.7822791721718071,146,0.15622287110380562,0.33103699970485767,1.4117216656429867,5.3216834540619776e-05,train,5666
51,0.05212750443075262,0.9261603754980834,171,0.050989111472939753,0.9691469321341166,1.585273610027151,4.781234330404108e-05,test,367
52,0.06788818098017216,0.7354747583351078,194,0.0500131694601722,0.06552893457641357,1.2916721080130453,4.0397640889896925e-05,train,1405
53,0.08590749133543538,0.0431700052759949,188,0.1213167002704578,0.7555497013695734,1.289468060338203,4.3882103419195704e-05,train,4895
54,0.07637145637450306,0.03586793494385622,140,0.07517634227750235,0.03751901120838736,1.4213930817276164,4.73100858000946e-05,train,5455
55,0.06159466753610837,0.02714097621617481,165,0.0919201361650841,0.8989091302456567,1.2645080708263117,4.076246345564232e-05,train,468
56,0.054970881570592114,0.7359821991547137,167,0.05095877889019999,0.6289184616791194,1.444920270459302,4.408670921728741e-05,train,1567
57,0.05325778919411804,0.04905083862794286,181,0.05132070690692963,0.01465882045653136,1.2407887653750118,3.9132887880016116e-05,train,3363
58,0.12897726817026176,0.016795210516399636,148,0.14223434395289267,0.18852599573292245,1.388756360377336,5.195034885845054e-05,train,1215
59,0.13988488351830408,0.03494236680381632,161,0.16033694978374213,0.31972633268413625,1.4944047466368884,5.684312969328697e-05,test,4653
60,0.1103618990046997,0.017845162825883998,193,0.1349163734260166,0.4271502526723863,1.2090641697332465,4.34280118994989e-05,train,1264
61,0.14254152821062321,0.017389424552026137,172,0.16373954262937584,0.30255722788779954,1.2554389283890643,4.813350856157776e-05,val,451
62,0.19230814307453076,0.9585571347512887,195,0.1643480220037289,0.5607555286099114,1.1201908695669116,4.1516123470850426e-05,train,260
63,0.19447015485925023,0.865285700538599,184,0.16732217086851597,0.4961169093571243,1.3149616817110679,4.932698847418038e-05,val,1726
64,0.1202948481781734,0.011970872194105538,177,0.12600359439636338,0.08518748259063333,1.1984689273133815,4.406404408542575e-05,train,5627
65,0.18923526689726244,0.9680403589030794,160,0.17738107625662752,0.7715572155633245,1.2804997686784632,4.72576619598718e-05,train,4987
66,0.15134695171259638,0.014559433384117467,186,0.15495991291786568,0.04611640573770979,1.157059088582215,4.524567767151136e-05,train,4137
67,0.14692737589464652,0.010983035587402325,178,0.15369599730989758,0.11588350299521825,1.1782197653266164,4.559794775914391e-05,test,2212
68,0.1625257868377677,0.042467619591630416,175,0.1951521664311961,0.41040028055071737,1.251918333164839,4.9711432105470666e-05,train,2748
69,0.15971885253061524,0.05921071419343687,176,0.1554170675779864,0.020856207969204572,1.2128734869883813,4.776011590233197e-05,test,3118
70,0.1800168448433363,0.027027944790230327,183,0.19865383394032837,0.2070149192110901,1.1651513262492563,4.7989901799600114e-05,train,4446
71,0.19793196193842671,0.013867707121111452,196,0.19739042384561728,0.021058884487525284,1.114296773873099,4.740219480930826e-05,train,5295
72,0.19807870933877036,0.163378173484396,198,0.18434250796409124,0.034865927960408535,1.1026515626802678,4.5713893768386694e-05,test,3451
73,0.1746732546107934,0.018932285245407986,197,0.17639628952017394,0.02497680984774402,1.108384034581159,4.5265599659313885e-05,val,3315
74,0.1656596464675465,0.02211873615304392,169,0.1876605802554147,0.278530388594738,1.2561600558245942,5.031452301843568e-05,val,1989
75,0.1136018327071109,0.012111058384762426,138,0.11257489133228997,0.01869535304486084,1.468233064953811,5.309594662789468e-05,val,2816
76,0.18857775531258913,0.01622171963764681,18,0.19077829290152554,0.014380574148729633,2.151207168815762,9.024834874657918e-05,train,2125
77,0.19771902571837308,0.7703284817393601,161,0.16033694978374213,0.31972633268413625,1.276325478129213,4.8507923339997426e-05,train,793
78,0.10428285160544012,0.02189265201412665,189,0.12893553487812195,0.4569122127472158,1.287237877153771,4.562176216817986e-05,train,5956
79,0.17226786005912484,0.046242858973346096,179,0.19960524806527918,0.3222337209867559,1.1763076934600831,4.761084885147351e-05,train,2574
80,0.19382957048723548,0.021708162549252674,18,0.19077829290152554,0.014380574148729633,2.118265388393367,8.924453576068763e-05,test,3812
81,0.14573958904821332,0.7893668824835292,187,0.13509136770628632,0.6321378471381609,1.1550276410221592,4.0646260641679704e-05,train,5979
82,0.1580420583763331,0.951045605336538,189,0.12893553487812195,0.4569122127472158,1.1475404294571756,4.0621247960443454e-05,train,5440
83,0.18091923933588355,0.9502730451399958,151,0.15163340359883806,0.5385084873219234,1.3856690063589032,5.054165592843261e-05,train,2389
84,0.11397832078930402,0.9381479165350242,140,0.07517634227750235,0.03751901120838736,1.4458578948882017,4.806404858653003e-05,val,1041
85,0.13387883557237473,0.012144029094102273,191,0.15523360625620297,0.28732419273338855,1.1441076022246253,4.323367763209728e-05,train,2079
86,0.19955293078999214,0.6942786386691554,185,0.19290456263229794,0.6350436721819342,1.201766737913516,4.6155394955795744e-05,train,3907
87,0.16776289913498355,0.9988426511071246,164,0.14220368050628193,0.566842079190769,1.2692903932398245,4.538239489448664e-05,test,2124
88,0.088777692035462,0.010439055911128406,163,0.1238990775341159,0.6997084981475834,1.2947726962223585,4.445845889115399e-05,val,3577
89,0.14472332135609953,0.9446617167899322,130,0.13265830208765017,0.6838935409492072,1.6330133628208048,5.682983813556725e-05,test,3712
90,0.19650190672035905,0.6151333627248814,178,0.15369599730989758,0.11588350299521825,1.3713730478521424,5.301295753985256e-05,val,3398
91,0.1931342181722298,0.749933248211177,191,0.15523360625620297,0.28732419273338855,1.3149107738877053,4.976370442943966e-05,train,5495
92,0.13734704270700046,0.8790402183134378,22,0.09235457793417426,0.01732376903535717,1.7914178696506324,6.192890758362634e-05,train,2402
93,0.12234191037531113,0.9039122260683617,111,0.11803151093760447,0.8593303666568922,1.7362560622276806,5.847330228084011e-05,val,2901
94,0.09157418600121986,0.036727210176306646,88,0.088777692035462,0.010439055911128406,1.777591143442265,6.115626631558666e-05,train,4290
95,0.13662192508762128,0.9849494657920949,163,0.1238990775341159,0.6997084981475834,1.2735939744678584,4.367472000899884e-05,train,3163
96,0.07138759312898063,0.01228693249360874,107,0.11220161890094464,0.9808183023142609,1.6612932047340205,5.490468915543943e-05,train,4252
97,0.11614168120099623,0.024855141533887282,151,0.15163340359883806,0.5385084873219234,1.559057496205727,5.67410901520464e-05,train,4024
98,0.09688140045166659,0.021653768133426454,135,0.10461483803550146,0.14553758845582312,1.471060122540989,5.143904130810951e-05,val,4323
99,0.07822221370980222,0.011194305955192966,117,0.07975526621030833,0.08548105499734567,1.5886616192570406,5.320324616203628e-05,val,1431
100,0.08189173699332315,0.020706026100210287,113,0.08310495925135948,0.014942736381031827,1.6262214028396078,5.5039483012364805e-05,test,4891
101,0.11544531213236767,0.6097308674292365,188,0.1213167002704578,0.7555497013695734,1.2091656320282278,4.1209301723929774e-05,train,4142
102,0.14627555821648272,0.2865791101414816,41,0.1291706423139488,0.06936066756244438,1.6916392276814394,6.289378916426499e-05,train,3216
103,0.1289017528796782,0.4052611165918742,157,0.1648856187977622,0.9834380131944506,1.2935405333498942,4.607427541600347e-05,train,4796
104,0.16098134715275525,0.8030056157915935,168,0.1324784571165104,0.3572817536200367,1.2567940196279068,4.5249332806242566e-05,val,1874
105,0.13990971470309002,0.010769923278683896,172,0.16373954262937584,0.30255722788779954,1.3008667388452102,4.976852453917197e-05,train,668
106,0.1986895200866678,0.889041241844021,184,0.16732217086851597,0.4961169093571243,1.2852992070439067,4.829454277813872e-05,test,4168
107,0.11220161890094464,0.9808183023142609,96,0.07138759312898063,0.01228693249360874,1.6612932047340205,5.490468915543943e-05,train,4093
108,0.11003598640779329,0.040521559914352,193,0.1349163734260166,0.4271502526723863,1.1287373268181757,4.047623392741036e-05,train,2682
109,0.09652976701421821,0.954757696789271,155,0.06228166004087975,0.011535790434332302,1.3247801500019132,4.285237869037469e-05,train,4861
110,0.14255057558221382,0.3719038415254588,13,0.11977096980039095,0.05554757870558904,1.6326934946585019,5.96651999710089e-05,train,5887
111,0.11803151093760447,0.8593303666568922,40,0.07994874192266524,0.014029992349982699,1.629357671831452,5.481444092137127e-05,train,941
112,0.14770548463750968,0.8769938366737888,187,0.13509136770628632,0.6321378471381609,1.2074571335689175,4.239900729728848e-05,train,1388
113,0.08310495925135948,0.014942736381031827,24,0.12249007580062865,0.8525129118025891,1.6113022180735852,5.459235028488661e-05,train,4686
114,0.19639050386973533,0.5163393246883292,186,0.15495991291786568,0.04611640573770979,1.2808272784671484,5.014832178994807e-05,test,544
115,0.13008736406785615,0.9700592823359213,188,0.1213167002704578,0.7555497013695734,1.1496359484016538,3.9094451158928225e-05,test,2676
116,0.1974556599957214,0.4925580421653694,176,0.1554170675779864,0.020856207969204572,1.2899688941728789,5.0747394877341085e-05,train,3007
117,0.07975526621030833,0.08548105499734567,54,0.07637145637450306,0.03586793494385622,1.5877939990124437,5.3007071021433535e-05,train,2140
118,0.06997049194601442,0.024674196649050992,7,0.06815221522300274,0.011525895953342656,1.5805520754153763,5.189037201160426e-05,train,779
119,0.1443682404501329,0.3091829289333753,195,0.1643480220037289,0.5607555286099114,1.1281119133077955,4.178797538545324e-05,train,5715
120,0.10014961186027854,0.9741391871117342,132,0.06505712776355455,0.014718322745918954,1.5086608664703742,4.9061490106108804e-05,train,5075
121,0.07933235179000536,0.9771300119380913,181,0.05132070690692963,0.01465882045653136,1.1654826577929793,3.6703679959463853e-05,val,5142
122,0.10541829393986205,0.9326517941887708,170,0.10029974739938655,0.8413919082241041,1.2559154934115402,4.118738935571773e-05,train,3181
123,0.11752752654801164,0.9669123653168771,54,0.07637145637450306,0.03586793494385622,1.5587506365203554,5.1980560101728046e-05,val,4057
124,0.18891613029837473,0.8772592900621583,195,0.1643480220037289,0.5607555286099114,1.2796579862383874,4.749790073591215e-05,train,4747
125,0.058629929455756916,0.0320411630302451,180,0.0899279415361017,0.9656003413064402,1.2140462000291143,3.886873233049754e-05,train,5035
126,0.1672618726329655,0.8305416029234257,43,0.1646422262645824,0.7584169538715138,1.5376582606154783,5.576997905653838e-05,train,3742
127,0.07641008581512279,0.9792003631938615,194,0.0500131694601722,0.06552893457641357,1.1239456756016095,3.5205341856333585e-05,test,128
128,0.055619618112921654,0.01689951797810377,153,0.0861511925822842,0.943237216863092,1.3282050335926363,4.229463444242181e-05,train,4727
129,0.06809550770314718,0.0482123530347623,7,0.06815221522300274,0.011525895953342656,1.5062322535637365,4.929919706970372e-05,val,794
130,0.13265830208765017,0.6838935409492072,46,0.09608648085263344,0.040560007272440565,1.5042046144904448,5.2377282812489746e-05,train,4003
131,0.1784137801879243,0.6781696370038233,3,0.2,1.0,1.503774373058684,5.6129304700420925e-05,train,17
132,0.06505712776355455,0.014718322745918954,44,0.09420928304872295,0.7535942156500378,1.4955844258971938,4.871756716385127e-05,train,1712
133,0.0604897389880807,0.03285421122310453,14,0.08717912993323534,0.8363945054469589,1.48447858881819,4.7683153916332056e-05,train,1060
134,0.1900399087533159,0.6504735938284304,77,0.19771902571837308,0.7703284817393601,1.4770384830305827,5.624047349110292e-05,train,1837
135,0.10461483803550146,0.14553758845582312,98,0.09688140045166659,0.021653768133426454,1.471060122540989,5.143904130810951e-05,val,633
136,0.06751844709937296,0.9203173010006898,48,0.05241822049321442,0.392465141888883,1.4705812874054645,4.549088822203692e-05,train,1324
137,0.10307056747140261,0.2046212421850329,46,0.09608648085263344,0.040560007272440565,1.465758348132234,5.091971390848698e-05,train,288
138,0.11257489133228997,0.01869535304486084,168,0.1324784571165104,0.3572817536200367,1.4106836064534294,5.0881217648362044e-05,train,375
139,0.05368652871497661,0.01992863763755749,162,0.08243047196767883,0.9743642350830332,1.2742093293301018,4.033332714249324e-05,train,3864
140,0.07517634227750235,0.03751901120838736,54,0.07637145637450306,0.03586793494385622,1.4213930817276164,4.73100858000946e-05,train,4894
141,0.15993636323364235,0.5709248757992511,177,0.12600359439636338,0.08518748259063333,1.2431700822882426,4.574434888089441e-05,train,5688
142,0.19602827971207093,0.5795795218243102,31,0.18594622651330217,0.4470963248797578,1.4119327983903467,5.486427476003082e-05,test,5068
143,0.19353108701654637,0.510799350521576,31,0.18594622651330217,0.4470963248797578,1.4116675831418706,5.500383240060575e-05,train,503
144,0.10171018019447976,0.037783535609006956,47,0.09996935370863894,0.029331284976047353,1.4076941151049076,4.9507422646659904e-05,test,3868
145,0.0531003610974843,0.8725817783603829,26,0.050418385504065785,0.6669609130005246,1.4060073457627666,4.267223884512421e-05,test,16
146,0.15622287110380562,0.33103699970485767,85,0.13387883557237473,0.012144029094102273,1.404031156006627,5.294289825717469e-05,train,3368
147,0.06275735423151903,0.607891563661949,52,0.06788818098017216,0.7354747583351078,1.391687439817306,4.342273283234693e-05,train,374
148,0.14223434395289267,0.18852599573292245,184,0.16732217086851597,0.4961169093571243,1.3229682779238308,4.961238638186099e-05,val,1329
149,0.06149941746058163,0.8111279657587303,10,0.0633501896860442,0.9623849036245169,1.381743397303785,4.2509199955243656e-05,train,339
150,0.15983226800485612,0.027078999859537524,175,0.1951521664311961,0.41040028055071737,1.2193312207099838,4.835109390562362e-05,test,5507
151,0.15163340359883806,0.5385084873219234,13,0.11977096980039095,0.05554757870558904,1.3560237115113978,4.944369544027561e-05,train,150
152,0.18893076215035692,0.32032469390532703,5,0.16603270740862186,0.05445825471644811,1.3529905366392967,5.395500436016464e-05,train,3622
153,0.0861511925822842,0.943237216863092,128,0.055619618112921654,0.01689951797810377,1.3282050335926363,4.229463444242181e-05,train,2316
