state_index,a1,gamma,nearest_state,nearest_a1,nearest_gamma,snr_sep_rms,rms_g_difference,split,pool_candidate_index,remote_alias_rms_snr,remote_alias_a1,remote_alias_gamma
0,0.050318215042352676,0.9688354134559631,57,0.05059172958135605,0.8058421611785889,2.8045126133321734,8.459556223339588e-05,train,9891,8.737868309020996,0.05000000074505806,0.48417237401008606
1,0.19995014369487762,0.01053173653781414,75,0.1989269107580185,0.01824945956468582,1.592111586079732,6.797878396037751e-05,train,15320,0.8874795436859131,0.20000000298023224,0.021074146032333374
2,0.155655175447464,0.7520557045936584,85,0.1316974014043808,0.40738028287887573,1.540995632912442,5.5199906117826826e-05,train,8336,0.86440110206604,0.1311466097831726,0.37583741545677185
3,0.17457996308803558,0.2762167453765869,88,0.19446824491024017,0.5128613710403442,1.512920357744582,5.917504739569975e-05,train,3839,0.3661485016345978,0.16255541145801544,0.13803842663764954
4,0.09191366285085678,0.5888436436653137,93,0.10635624825954437,1.0,1.4978103824945421,4.913015786679311e-05,train,10944,0.46511974930763245,0.07968993484973907,0.2942727208137512
5,0.12667538225650787,0.7563973665237427,96,0.13002341985702515,0.7829787731170654,1.5218941115812035,5.231506007738187e-05,train,16135,0.738020658493042,0.10665726661682129,0.3780071437358856
6,0.19570310413837433,0.881048858165741,115,0.19732198119163513,0.8734740614891052,1.4715567640105125,5.5242697918159284e-05,train,16804,1.0181360244750977,0.16570310294628143,0.4897788166999817
7,0.1993047595024109,0.2570395767688751,56,0.19589486718177795,0.2570395767688751,2.8061473399187253,0.00011453455956026063,train,7799,0.3717116117477417,0.1864938884973526,0.12845470011234283
8,0.06809898465871811,0.6273356676101685,112,0.06803708523511887,0.5737860798835754,1.4164495894952698,4.457609893398076e-05,train,5476,0.37857159972190857,0.058612823486328125,0.3135089874267578
9,0.17291399836540222,0.4097321033477783,87,0.195625901222229,0.6550131440162659,1.521409019314203,5.836780883527726e-05,train,766,0.5459081530570984,0.1557990312576294,0.2047622948884964
10,0.12224127352237701,0.43526124954223633,114,0.15289518237113953,0.9440608620643616,1.3945640213561579,4.897450133372519e-05,train,9445,0.44577479362487793,0.1094919890165329,0.21752040088176727
11,0.14269618690013885,0.3599564731121063,116,0.13847716152668,0.3226636052131653,1.3826741656021104,5.06229027913993e-05,train,2418,0.41599178314208984,0.13011209666728973,0.1798870861530304
12,0.09264887124300003,0.9772372245788574,105,0.0855209231376648,0.8151733875274658,1.4123472806366875,4.5318538195189006e-05,train,5018,0.6700945496559143,0.0757279098033905,0.4883711636066437
13,0.09730169177055359,0.431519091129303,118,0.12011457979679108,0.9577452540397644,1.3680467692398786,4.588545754445434e-05,train,3900,0.36785927414894104,0.08722840994596481,0.2156502604484558
14,0.19144447147846222,0.3135089874267578,121,0.19252735376358032,0.3417826294898987,1.3564665079909444,5.4240945119618495e-05,train,8707,0.44607013463974,0.1765802800655365,0.15667510032653809
15,0.051528386771678925,0.45185595750808716,106,0.0653519481420517,0.9577452540397644,1.4079898314035613,4.334482686487802e-05,train,10833,0.4533407688140869,0.0624840185046196,0.9041697978973389
16,0.15779902040958405,0.3081413507461548,77,0.1961895078420639,0.7989139556884766,1.5866751414638374,6.0064369627488196e-05,train,16872,0.38196176290512085,0.14574375748634338,0.1539926528930664
