state_index,a1,gamma,nearest_state,nearest_a1,nearest_gamma,snr_sep_rms,rms_g_difference,split,pool_candidate_index,remote_alias_rms_snr,remote_alias_a1,remote_alias_gamma
0,0.050318215042352676,0.9688354134559631,51,0.05059172958135605,0.8058421611785889,2.8045126133321734,8.459556223339588e-05,train,9891,8.737868309020996,0.05000000074505806,0.48417237401008606
1,0.19995014369487762,0.01053173653781414,88,0.1989269107580185,0.01824945956468582,1.592111586079732,6.797878396037751e-05,train,15320,0.8874795436859131,0.20000000298023224,0.021074146032333374
2,0.155655175447464,0.7520557045936584,109,0.12870511412620544,0.35892194509506226,1.4924997096266301,5.346928909487927e-05,train,8336,0.86440110206604,0.1311466097831726,0.37583741545677185
3,0.17457996308803558,0.2762167453765869,99,0.19446824491024017,0.5128613710403442,1.512920357744582,5.917504739569975e-05,train,3839,0.3661485016345978,0.16255541145801544,0.13803842663764954
4,0.09191366285085678,0.5888436436653137,104,0.10635624825954437,1.0,1.4978103824945421,4.913015786679311e-05,train,10944,0.46511974930763245,0.07968993484973907,0.2942727208137512
5,0.12667538225650787,0.7563973665237427,105,0.13002341985702515,0.7829787731170654,1.5218941115812035,5.231506007738187e-05,train,16135,0.738020658493042,0.10665726661682129,0.3780071437358856
6,0.19711728394031525,0.23577621579170227,129,0.1941874623298645,0.223872110247612,1.4393035650265584,5.882379032555521e-05,train,2258,0.3364725112915039,0.1854650378227234,0.11782840639352798
7,0.19570310413837433,0.881048858165741,68,0.14950232207775116,0.26992928981781006,1.7825499443052244,6.686553203280486e-05,train,16804,1.0181360244750977,0.16570310294628143,0.4897788166999817
8,0.0650363489985466,0.5202954411506653,119,0.07482903450727463,0.7943282127380371,1.3938051046423534,4.387483808792463e-05,train,10860,0.3102574050426483,0.057174332439899445,0.26001596450805664
9,0.15911619365215302,0.24617843329906464,87,0.19897732138633728,0.7349368333816528,1.6429743602976794,6.288038576939453e-05,train,1001,0.30338039994239807,0.1493070125579834,0.12302687764167786
10,0.13808205723762512,0.2951209247112274,125,0.13847716152668,0.3226636052131653,1.383361043030285,5.0647530697617794e-05,train,6799,0.33075031638145447,0.12795355916023254,0.14748573303222656
11,0.12224127352237701,0.43526124954223633,120,0.11397988349199295,0.32081153988838196,1.393416882893564,4.8818996391587096e-05,train,9445,0.44577479362487793,0.1094919890165329,0.21752040088176727
12,0.09457258880138397,0.37368011474609375,108,0.12011457979679108,0.9577452540397644,1.4465177180532098,4.8517633537659904e-05,train,11389,0.31215739250183105,0.08594586700201035,0.18674543499946594
13,0.05885235220193863,0.7434470057487488,118,0.05189569666981697,0.5188000202178955,1.3969092913632744,4.289931821287454e-05,train,3661,0.5201219916343689,0.05000000074505806,0.3715352416038513
14,0.19334851205348969,0.33400270342826843,127,0.1885591745376587,0.3019951581954956,1.3718267334702883,5.484540809826167e-05,train,19693,0.47975999116897583,0.17742645740509033,0.16691678762435913
15,0.09264887124300003,0.9772372245788574,116,0.09414324164390564,0.963274359703064,1.4904414141437494,4.796258489393756e-05,train,5018,0.6700945496559143,0.0757279098033905,0.4883711636066437
16,0.1980680376291275,0.6165950298309326,89,0.16719169914722443,0.2504667043685913,1.5685203739156595,6.082685834823529e-05,train,11238,0.8813965320587158,0.1708189994096756,0.3081413507461548
17,0.17337214946746826,0.906775951385498,90,0.13706105947494507,0.3537936210632324,1.5683462483870547,5.693849423313974e-05,train,11846,1.0516307353973389,0.14337214827537537,0.4610520899295807
18,0.18499884009361267,0.8462525606155396,106,0.18704834580421448,0.906775951385498,1.499155693796884,5.549038165660719e-05,train,11712,1.0278247594833374,0.15499883890151978,0.4403013288974762
19,0.19768130779266357,0.7989139556884766,83,0.1550930291414261,0.2842824161052704,1.6159964801717648,6.119459362260143e-05,train,13691,1.0041530132293701,0.16768130660057068,0.42780908942222595
20,0.11462969332933426,0.971627950668335,107,0.11209350824356079,0.9577452540397644,1.4656816154539805,4.860881763326092e-05,train,19604,0.7997881174087524,0.09375469386577606,0.48556792736053467
21,0.05658945441246033,0.9386420249938965,123,0.05212659761309624,0.6569011211395264,1.390010124206772,4.233538943120352e-05,train,1207,3.5242905616760254,0.05000000074505806,0.46908333897590637
22,0.15221089124679565,0.8198794722557068,103,0.12041109800338745,0.3245263695716858,1.5681821297956224,5.5562034899082e-05,train,14907,0.9037281274795532,0.1269473135471344,0.4097321033477783
23,0.14337444305419922,0.9332543015480042,113,0.11098123341798782,0.327340692281723,1.5448458077365324,5.3668292042973235e-05,train,8899,0.9373888969421387,0.11779969185590744,0.46639081835746765
24,0.07979483157396317,0.4403013288974762,98,0.10096519440412521,0.9549925923347473,1.593716489391742,5.18413238300035e-05,train,17727,0.3176388442516327,0.07139023393392563,0.22003917396068573
25,0.19888076186180115,0.31988951563835144,115,0.1993309110403061,0.3417826294898987,1.4093135397547751,5.697156648769067e-05,train,9024,0.467631459236145,0.18314601480960846,0.15986375510692596
26,0.05418049544095993,0.33982083201408386,124,0.06491587311029434,0.6741398572921753,1.4038951523323788,4.3707748873779225e-05,train,5233,0.3793262839317322,0.06354278326034546,0.6799860596656799
27,0.10831290483474731,0.5293586254119873,92,0.1027754545211792,0.3868120610713959,1.5552209084737114,5.2870825464731786e-05,train,1803,0.48562267422676086,0.09503895789384842,0.2645452618598938
28,0.19708974659442902,0.44539979100227356,126,0.19885362684726715,0.4827808141708374,1.3802613468769873,5.4577939309268776e-05,train,8834,0.6504188776016235,0.17612628638744354,0.22258710861206055
29,0.07754096388816833,0.718207597732544,131,0.08801762759685516,1.0,1.3512955615052937,4.301332437184692e-05,train,10545,0.4707769453525543,0.06568820029497147,0.35892194509506226
30,0.1994394212961197,0.2156502604484558,78,0.19886136054992676,0.23307731747627258,1.9701430831520579,8.106180357402941e-05,train,17596,0.3082292973995209,0.1886359453201294,0.10777052491903305
31,0.1447603553533554,0.2607654333114624,84,0.18505889177322388,0.8104943633079529,1.7083202368148678,6.361008148236169e-05,train,19836,0.3009040057659149,0.13532547652721405,0.13031667470932007
32,0.15055012702941895,0.25630083680152893,69,0.19865314662456512,0.881048858165741,1.7780973746400754,6.695485062311739e-05,train,15991,0.3041266202926636,0.14089995622634888,0.12808550894260406
33,0.12951965630054474,0.3019951581954956,95,0.13202039897441864,0.36728230118751526,1.638860438481705,5.902136618406891e-05,train,15303,0.3226906657218933,0.11981050670146942,0.15092110633850098
34,0.18983936309814453,0.9800539612770081,106,0.18704834580421448,0.906775951385498,1.469510684722309,5.423480311775125e-05,train,12385,1.0363519191741943,0.15983936190605164,0.5543065071105957
35,0.12334264814853668,0.30112719535827637,109,0.12870511412620544,0.35892194509506226,1.5188138753691838,5.426156537804411e-05,train,381,0.30985167622566223,0.11412157863378525,0.15048734843730927
