state_index,a1,gamma,nearest_state,nearest_a1,nearest_gamma,snr_sep_rms,rms_g_difference,split,pool_candidate_index,remote_alias_rms_snr,remote_alias_a1,remote_alias_gamma
0,0.050318215042352676,0.9688354134559631,51,0.05059172958135605,0.8058421611785889,2.8045126133321734,8.459556223339588e-05,train,9891,8.737868309020996,0.05000000074505806,0.48417237401008606
1,0.19995014369487762,0.01053173653781414,95,0.1989269107580185,0.01824945956468582,1.592111586079732,6.797878396037751e-05,train,15320,0.8874795436859131,0.20000000298023224,0.021074146032333374
2,0.155655175447464,0.7520557045936584,116,0.12870511412620544,0.35892194509506226,1.4924997096266301,5.346928909487927e-05,train,8336,0.86440110206604,0.1311466097831726,0.37583741545677185
3,0.16994507610797882,0.223872110247612,106,0.19959601759910583,0.5293586254119873,1.6171928024517004,6.342479485675009e-05,train,14141,0.2873857915401459,0.16039501130580902,0.111879363656044
4,0.09191366285085678,0.5888436436653137,110,0.10346047580242157,0.8293731808662415,1.48252479516385,4.8763065805337464e-05,train,10944,0.46511974930763245,0.07968993484973907,0.2942727208137512
5,0.10292575508356094,0.30725574493408203,100,0.1356605887413025,0.906775951385498,1.5427451456291283,5.3003346772607015e-05,train,9953,0.27423515915870667,0.0950838252902031,0.15355005860328674
6,0.19711728394031525,0.23577621579170227,140,0.1941874623298645,0.223872110247612,1.4393035650265584,5.882379032555521e-05,train,2258,0.3364725112915039,0.1854650378227234,0.11782840639352798
7,0.19131256639957428,0.8198794722557068,83,0.14663365483283997,0.23173946142196655,1.7086804633099186,6.410160857742011e-05,train,6100,1.015643835067749,0.16131256520748138,0.43276289105415344
8,0.0650363489985466,0.5202954411506653,126,0.07081256806850433,0.7695733308792114,1.439575281907961,4.5191293062493626e-05,train,10860,0.3102574050426483,0.057174332439899445,0.26001596450805664
9,0.13515642285346985,0.2526387572288513,118,0.13847716152668,0.3226636052131653,1.4414597052511986,5.277686276450503e-05,train,5562,0.2764606773853302,0.1266126185655594,0.12625540792942047
10,0.11588988453149796,0.327340692281723,131,0.11445794999599457,0.2770129144191742,1.4309025063403504,5.0275075007721506e-05,train,12252,0.3216544985771179,0.10652273148298264,0.16358745098114014
11,0.1148306131362915,0.8058421611785889,102,0.11774333566427231,0.9172759056091309,1.5330414512136041,5.139966897064225e-05,train,9558,0.7125462889671326,0.09596559405326843,0.4027170240879059
12,0.15844084322452545,0.23713737726211548,132,0.15887270867824554,0.22322867810726166,1.396161936296157,5.355923464931587e-05,train,406,0.290663480758667,0.1490222066640854,0.11850863695144653
13,0.05885235220193863,0.7434470057487488,125,0.05189569666981697,0.5188000202178955,1.3969092913632744,4.289931821287454e-05,train,3661,0.5201219916343689,0.05000000074505806,0.3715352416038513
14,0.19144447147846222,0.3135089874267578,124,0.1922086477279663,0.30373862385749817,1.4034531017309746,5.6273408996941175e-05,train,8707,0.44607013463974,0.1765802800655365,0.15667510032653809
15,0.09264887124300003,0.9772372245788574,127,0.0727182999253273,0.4390358626842499,1.390513894902282,4.462556979643453e-05,train,5018,0.6700945496559143,0.0757279098033905,0.4883711636066437
16,0.19962140917778015,0.1840772032737732,114,0.1985998898744583,0.19498446583747864,1.8032349594820594,7.463179091409544e-05,train,2178,0.2602190375328064,0.19037467241287231,0.09199199080467224
17,0.17337214946746826,0.906775951385498,77,0.1286906749010086,0.25852349400520325,1.744842131626713,6.323608185288572e-05,train,11846,1.0516307353973389,0.14337214827537537,0.4610520899295807
